isolate,location,year,treatment,genus,chem,hrs,rep,set,trial,conc,od600,species,tissue
VAL1605_96,IA,2016,NTC,Pythium,gr,48,1,5,1,0,1.0552,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,gr,48,2,5,1,0,1.1151,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,gr,48,3,5,1,0,1.0471,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,0,0.8473,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,0,0.9882,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,0,0.9044,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,0.01,0.663,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,0.01,0.4974,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,0.01,0.6133,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,0.1,0.3618,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,0.1,0.287,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,0.1,0.2787,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,0.5,0.2543,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,0.5,0.2115,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,0.5,0.234,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,1,0.247,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,1,0.2119,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,1,0.2223,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,10,0.212,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,10,0.2272,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,10,0.2258,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,1,5,1,100,0.2097,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,2,5,1,100,0.2146,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,24,3,5,1,100,0.1793,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,0,1.1153,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,0,1.2062,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,0,1.1221,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,0.01,1.1349,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,0.01,1.0142,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,0.01,1.058,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,0.1,0.8963,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,0.1,0.7664,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,0.1,0.7092,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,0.5,0.4886,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,0.5,0.3772,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,0.5,0.3969,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,1,0.4896,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,1,0.2365,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,1,0.3405,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,10,0.2161,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,10,0.2261,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,10,0.1933,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,1,5,1,100,0.2138,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,2,5,1,100,0.2002,Pythium heterothallicum,root
VAL1605_96,IA,2016,NTC,Pythium,mefenoxam,48,3,5,1,100,0.1795,Pythium heterothallicum,root
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0,0.2083,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0,0.1802,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0,0.167,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.01,0.1675,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.01,0.1797,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.01,0.2973,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.1,0.2431,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.1,0.2734,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.1,0.4527,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.5,0.2588,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.5,0.2032,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.5,0.2128,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,1,0.23,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,1,0.2058,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,1,0.2423,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,10,0.2983,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,10,0.1717,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,10,0.1718,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,100,0.1689,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,100,0.1481,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,100,0.161,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0,0.273,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0,0.2088,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0,0.3512,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.01,0.1926,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.01,0.3898,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.01,0.3529,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.1,0.2911,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.1,0.4471,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.1,0.6236,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.5,0.4826,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.5,0.4543,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.5,0.3652,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,1,0.2669,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,1,0.2915,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,1,0.2714,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,10,0.3265,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,10,0.1866,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,10,0.1644,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,100,0.1678,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,100,0.1524,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,100,0.1712,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,0,1,12,1,0,0.1893,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,0,2,12,1,0,0.1463,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,0,3,12,1,0,0.1832,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,14,1,12,1,0,0.1718,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,14,2,12,1,0,0.1813,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,14,3,12,1,0,0.2016,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,18,1,12,1,0,0.1963,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,18,2,12,1,0,0.1733,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,18,3,12,1,0,0.2265,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,24,1,12,1,0,0.211,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,24,2,12,1,0,0.2153,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,24,3,12,1,0,0.3185,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,40,1,12,1,0,0.2937,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,40,2,12,1,0,0.2936,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,40,3,12,1,0,0.5426,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,45,1,12,1,0,0.3219,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,45,2,12,1,0,0.3259,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,45,3,12,1,0,0.6184,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,48,1,12,1,0,0.3396,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,48,2,12,1,0,0.3415,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,48,3,12,1,0,0.6816,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,62,1,12,1,0,0.4338,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,62,2,12,1,0,0.47,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,gr,62,3,12,1,0,0.8961,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,0,0.2372,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,0,0.2149,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,0,0.2197,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,0.01,0.1818,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,0.01,0.2391,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,0.01,0.1882,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,0.1,0.1591,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,0.1,0.1406,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,0.1,0.1702,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,0.5,0.2628,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,0.5,0.1646,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,0.5,0.1808,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,1,0.2078,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,1,0.2035,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,1,0.2275,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,10,0.2115,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,10,0.1613,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,10,0.1932,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,1,12,1,100,0.2071,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,2,12,1,100,0.217,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,24,3,12,1,100,0.2342,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,0,0.3621,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,0,0.3183,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,0,0.3844,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,0.01,0.2853,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,0.01,0.3959,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,0.01,0.2757,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,0.1,0.2406,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,0.1,0.1799,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,0.1,0.3391,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,0.5,0.2663,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,0.5,0.196,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,0.5,0.199,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,1,0.2553,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,1,0.1908,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,1,0.2407,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,10,0.1945,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,10,0.1459,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,10,0.2073,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,1,12,1,100,0.2103,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,2,12,1,100,0.2096,Pythium heterothallicum,stem
VAL1605_97,IA,2016,NTC,Pythium ,mefenoxam,48,3,12,1,100,0.2337,Pythium heterothallicum,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0,0.7209,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0,0.5071,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0,0.6403,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0,0.5377,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0,0.6995,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0,0.5755,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.01,0.685,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.01,0.5713,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.01,0.6297,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.01,0.6499,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.01,0.6653,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.01,0.4859,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.1,0.6928,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.1,0.5361,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.1,0.6105,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.1,0.5829,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.1,0.6794,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.1,0.6357,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.5,0.7341,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,0.5,0.5444,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.5,0.701,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,0.5,0.4923,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.5,0.6066,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,0.5,0.5475,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,1,0.4031,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,1,0.425,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,1,0.5194,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,1,0.3941,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,1,0.4704,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,1,0.3558,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,10,0.244,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,10,0.1707,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,10,0.1931,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,10,0.2311,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,10,0.229,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,10,0.1948,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,100,0.1807,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,1,12,1,100,0.1889,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,100,0.1879,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,2,12,1,100,0.1636,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,100,0.1783,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,24,3,12,1,100,0.1605,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0,0.8234,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0,0.8066,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0,0.8346,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0,0.8186,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0,0.8559,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0,0.8288,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.01,0.8098,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.01,0.848,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.01,0.7935,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.01,0.8494,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.01,0.8365,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.01,0.7994,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.1,0.8102,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.1,0.8085,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.1,0.805,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.1,0.8073,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.1,0.8308,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.1,0.8133,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.5,0.8389,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,0.5,0.8382,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.5,0.8392,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,0.5,0.7911,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.5,0.8128,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,0.5,0.7945,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,1,0.6003,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,1,0.6301,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,1,0.6462,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,1,0.6338,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,1,0.6685,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,1,0.5943,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,10,0.2471,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,10,0.2011,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,10,0.1908,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,2,12,1,10,0.2496,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,10,0.2324,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,3,12,1,10,0.2004,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,100,0.1588,Pythium sp. E/J,stem
VAL1605_98,IA,2016,NTC,Pythium ,ethaboxam,48,1,12,1,100,0.2014,Pythium sp. E/J,stem
